Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned
Coop,Perfectseason økologisk færdigret*,32,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fadde9e85acca415891b2eea756cf03c4%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fccaacd648d48db924180075ee908c942%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F02e4355156bfd2edc2c80247432f873e&w=378&s=89e803554a78ad0880f5e1f2be676fef,,350,g,2025-04-27,,perfectseason  færdigret
Coop,365 økologisk tofu,20,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa078e7009877d2b93f1a8975dd5f7780&w=567&s=f211e98e1301551f7ce0e3e46d8f2267,,200,g,2025-04-27,,tofu
Coop,Mammen hytteost*,16,,https://image-transformer-api.tjek.com/?_id=v2.6&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1e273cd4b01e52eff5708c60706555f1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8213e1706f0ee65bd7863e127a0036db&w=828&s=5b790dbe47cb24530ea696d276ea8c67,,450,g,2025-04-27,,mammen hytteost
Coop,Cheasy,55,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fca16a2ad6c05be685c1f91b39192bbb1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3626d5454cd5cf781108037d6922b75b&w=828&s=844a702663583152a478aa52799079e0,,495,g,2025-04-27,,cheasy
Coop,Klovborg skæreost,55,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fca16a2ad6c05be685c1f91b39192bbb1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3626d5454cd5cf781108037d6922b75b&w=828&s=844a702663583152a478aa52799079e0,,495,g,2025-04-27,,klovborg skæreost
Coop,Castello hård ost*,32,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F18236ce24d2c965e3e57d1892853483d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F00eb1ceec5ef4272eea3d0b52ffcc64b%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F54c11a45afc32aebc34e47dee0b7f5c0&w=828&s=de0e1ff3e56bf8bbae79fc614cf78cf0,,200,g,2025-04-27,,castello hård ost
Coop,Protein shake*,15,,https://image-transformer-api.tjek.com/?_id=v2.6&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8ada729bfd90b419c08d6456ededde8c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Feaee903192bf945a41842f7955160e34&w=828&s=e26ec05a50a4c2c06d7cbb71dd80ce0d,,500,g,2025-04-27,,protein shake
Coop,Omiros grillost*,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff5b0892ced922f8cb523731646001f57%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F37a3ddbfcbf17673e799d9a5ca9665ae%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fcfa67db68df9cc320e46a0bf6058b756&w=828&s=7c9ac43c3884cdc33da091cdd73fa8aa,,150-200,g,2025-04-27,,omiros grillost
Coop,Innocent juice,25,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7dee592a72966105b1473956e24e4a25&w=828&s=12ac801b6cefdda14aae5b94ff4b4126,,4,x,2025-04-27,,innocent juice
Coop,Kids smoothie*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7dee592a72966105b1473956e24e4a25&w=828&s=12ac801b6cefdda14aae5b94ff4b4126,,4,x,2025-04-27,,kids smoothie
Coop,Santa Maria Tex Mex*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F461f9029d924af1d1540cca4c990f23c&w=828&s=8fbc11677b77367c8d539c46bbe05cb7,,28-371,g,2025-04-27,,santa maria tex mex
Coop,Thise økologisk creme fraiche*,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2515ae89ee89536a00548f092d8c146d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa9f91b5684c28a60f3de71f12a0d96da&w=828&s=a158b29aa5ee4993b92159e59c8fffc3,,400,g,2025-04-27,,thise  creme fraiche
Coop,Bonduelle bønner*,10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1164bac7981adde74294575e9433cda4%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe21997741441e5d5b901e60ac7a906db%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F185e68b03573c48a0f01569f724f969c&w=378&s=e1d9d745f687c9ba05c3e6d7633f7d12,,250-400,g,2025-04-27,,bonduelle bønner
Coop,Formodne avocadoer,24,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fcd2958532328bd8a3343d1a8fdbf4952&w=378&s=5e532b3f08b2c4d695ed9ffbee0c4692,,3,stk,2025-04-27,,formodne avocadoer
Coop,Bonduelle majs*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F067f8ebf4a9a0f11abc088d42cc13656&w=723&s=e338ffe098ab688b4693c9ed98181c57,,280-420,g,2025-04-27,,bonduelle majs
Coop,Pålækker pålæg,12,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F219189967f03a3db98d31a95abd97460&w=828&s=c94940779aeffca8eefbf95abd7f23f8,,90-125,g,2025-04-27,,pålækker pålæg
Coop,Varmrøget makrelfilet,18,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa75fdf2ccf82f47825f2cef715a7ba06&w=320&s=3cc7701208018db7abd75be415374e89,,100-150,g,2025-04-27,,varmrøget makrelfilet
Coop,ørredfilet,18,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa75fdf2ccf82f47825f2cef715a7ba06&w=320&s=3cc7701208018db7abd75be415374e89,,100-150,g,2025-04-27,,ørredfilet
Coop,Varmrøget laks,25,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1e3f8c7ec2dc7c22c5e61f9da09185ad&w=378&s=6cef38189a92cac715171e3274e70911,,100-170,g,2025-04-27,,varmrøget laks
Coop,rejer i lage*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1e3f8c7ec2dc7c22c5e61f9da09185ad&w=378&s=6cef38189a92cac715171e3274e70911,,100-170,g,2025-04-27,,rejer i lage
Coop,Spansk inspireret,10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2a20253beac2b37b10b9e47177440492%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffc0dd8544fb92f633b45e05b193e033a&w=378&s=44c54e8677a5b8a598b209e966eaa4c8,,150,g,2025-04-27,,spansk inspireret
Coop,grøn peber paté,10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2a20253beac2b37b10b9e47177440492%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffc0dd8544fb92f633b45e05b193e033a&w=378&s=44c54e8677a5b8a598b209e966eaa4c8,,150,g,2025-04-27,,grøn peber paté
Coop,Pågen brød,15,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7e9ab164be185131f7f12dbc28f1f2a7&w=723&s=8c6db1ef7712942f6aba38f62e4855ad,,400-900,g,2025-04-27,,pågen brød
Coop,Fransk skovbær-,39,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9400ffc2b0039503286e9431aa102444%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbc348fa47bced2dc6ffcf8ba70e0834e&w=828&s=ab4145599e7d70cc8662a709b93b2b33,,400-450,g,2025-04-27,,fransk skovbær
Coop,æbletærte*,39,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9400ffc2b0039503286e9431aa102444%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbc348fa47bced2dc6ffcf8ba70e0834e&w=828&s=ab4145599e7d70cc8662a709b93b2b33,,400-450,g,2025-04-27,,æbletærte
Coop,Den Gamle Fabrik marmelade*,22,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd2a163114a95fc62d0ba4fa53ad69c2a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fff82739bde64329019f5c3f9912131a7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc41f90adbed00dd49b988f64a4d0e202&w=828&s=e7456a1519d508d7c7b7cbb1db824f8c,,350-425,g,2025-04-27,,den gamle fabrik marmelade
Coop,Steff Houlberg biksemad,22,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F46233e189e8ccc30c2b3ae4526983c1e&w=378&s=b4c1ef38a414eb6b24179a1d811177ca,,350-500,g,2025-04-27,,steff houlberg biksemad
Coop,pølsemix,22,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F46233e189e8ccc30c2b3ae4526983c1e&w=378&s=b4c1ef38a414eb6b24179a1d811177ca,,350-500,g,2025-04-27,,pølsemix
Coop,færdigretter*,22,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F46233e189e8ccc30c2b3ae4526983c1e&w=378&s=b4c1ef38a414eb6b24179a1d811177ca,,350-500,g,2025-04-27,,færdigretter
Coop,Santagata olivenolie*,75,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F76b49f21e9d9fe1b97d8f03d6c9168d2&w=378&s=bf682e43d0389ef6e09edfc5c5432b2f,,1000,ml,2025-04-27,,santagata olivenolie
Coop,Torske-,28,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9e79d4e99b12855c02c1383384ae8ef1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F451541b4f997197f8c4acaca2e0b1a68&w=378&s=3eda827ac21de0ec06957ce8efd971ad,,180-200,g,2025-04-27,,torske
Coop,lakseportioner*,28,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9e79d4e99b12855c02c1383384ae8ef1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F451541b4f997197f8c4acaca2e0b1a68&w=378&s=3eda827ac21de0ec06957ce8efd971ad,,180-200,g,2025-04-27,,lakseportioner
Coop,Irma rejer*,28,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F26a2be1a3d283e9b8b089f7ad937987d&w=378&s=34a87998fef5f1853d6a94b408bbb79c,,150,g,2025-04-27,,rejer
Coop,365 økologisk pålægschokolade,35,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5410ac53135a9886b581bd5543c2feba%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1eb427afff915f22c1f308c542b9cd4e&w=1128&s=2cb562c0dfa647693654d13c87cd7865,,120,g,2025-04-27,,pålægschokolade
Coop,365 økologisk hvedemel,16,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0559d8155b7127f05ead9112fb4c3f88&w=528&s=cbea4f9194493a1446158ff977de82de,,2000,g,2025-04-27,,hvedemel
Coop,Thise økologisk skiveost*,28,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F00775d6c3606fc3f154f9982ce0a509f&w=528&s=2bdafa271d75954a8a34ba76947b3001,,180-200,g,2025-04-27,,thise  skiveost
Coop,365 økologiske grøntsager*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F41723e9af9f072a126bc2d73b2d8835f&w=528&s=a324977ae50e731e095ee7f6a88b767f,,300-450,g,2025-04-27,,grøntsager
Coop,Økologisk Peter Larsen,55,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd101ab6e5db35b240973e66fa800a032&w=747&s=e64c41433efd5fb0579e60a6fc0c7773,,100-400,g,2025-04-27,,peter larsen
Coop,Merrild*,55,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd101ab6e5db35b240973e66fa800a032&w=747&s=e64c41433efd5fb0579e60a6fc0c7773,,100-400,g,2025-04-27,,merrild
Coop,Kettle cooked chips*,13,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8766f5f78dcec441cb884ca587e6e562%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3e9261aed2ae7ab3c7f024339a9752ba%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc4b09bbbaf24a24a4cb8280746399c98&w=528&s=d63ef7a905d925240a99b198244b615c,,150,g,2025-04-27,,kettle cooked chips
Coop,Ritter Sport*,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F399beae34f9ba54c089839a490f03353%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd21a9ffae9ba3ef3dbf6dee27aee6aa0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F25a702145e7feef218fdc159eb0768b9&w=528&s=15ba01430be684458ee0d35ba25b3302,,100,g,2025-04-27,,ritter sport
Coop,Fazer Domino kiks*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe5dda2a0c5e9596b03ca06e0b12f7d2d&w=528&s=f8fbefdfba08bbf1ed2c5945ab697661,,175,g,2025-04-27,,fazer domino kiks
Coop,Big Ben karam,40,,https://image-transformer-api.tjek.com/?_id=v2.6&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8219652914bbb989366d8bec4f3fe629%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faf987820c63d44f19429ff8f17f61a39%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5fa25dcdb713b6214667dc5ad066dad0&w=828&s=f42b945a1364717abd7eb6023441d5e4,,350-400,g,2025-04-27,,big ben karam
Coop,*,40,,https://image-transformer-api.tjek.com/?_id=v2.6&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8219652914bbb989366d8bec4f3fe629%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faf987820c63d44f19429ff8f17f61a39%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5fa25dcdb713b6214667dc5ad066dad0&w=828&s=f42b945a1364717abd7eb6023441d5e4,,350-400,g,2025-04-27,,
Coop,Toms bars,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa07d01397d209d5618a878c9ce6848ef&w=828&s=ed9784bd60cc867abdb4c9d181d5d8e9,,40-45,g,2025-04-27,,toms bars
Coop,marcipanbrød,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa07d01397d209d5618a878c9ce6848ef&w=828&s=ed9784bd60cc867abdb4c9d181d5d8e9,,40-45,g,2025-04-27,,marcipanbrød
Coop,Guld barre*,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa07d01397d209d5618a878c9ce6848ef&w=828&s=ed9784bd60cc867abdb4c9d181d5d8e9,,40-45,g,2025-04-27,,guld barre
Coop,Spangsberg flødeboller 3-pak*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F040c5333e5fc920f215ffb2ede301bc6&w=327&s=8eece79bbfa8c1145df795ddeef89995,,60,g,2025-04-27,,spangsberg flødeboller pak
Coop,Coca-Cola 24-pak*,79,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9890fb7db295e4865a7b53c37eccf26a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff67c9d4cc69e5bd58e42d000c6a97a11&w=828&s=b69c0ccb348508f3b42d4b9f90fa3a12,,24,x,2025-04-27,,cocacola pak
Coop,Faxe Kondi,17,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc83b39b04a5e53cb09ba8913b340c3c7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1928fcd94579f16c508202b7341076a0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffd839a9a45e5c254759dddcd36b4ee45%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5d7be4af46e70cbd23ef6e62b9f804b5&w=828&s=138aaa23534fedd573d481736d8965dc,,150,cl,2025-04-27,,faxe kondi
Coop,Pepsi*,17,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc83b39b04a5e53cb09ba8913b340c3c7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1928fcd94579f16c508202b7341076a0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffd839a9a45e5c254759dddcd36b4ee45%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5d7be4af46e70cbd23ef6e62b9f804b5&w=828&s=138aaa23534fedd573d481736d8965dc,,150,cl,2025-04-27,,pepsi
Coop,Monster Energi*,14,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe4af8f4becdbad2af0830ae71d8ca04f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1ca1d634379c7d8bf312927ab365203c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4ca2191b17c48028d441aa0a2a84b34d&w=378&s=e3eabf7977df4c401fd998b82d31d89f,,50,cl,2025-04-27,,monster energi
Coop,Tuborg øl,38,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7e4e6f534515f5a98d5231b83bff4a68%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac087efef3a343dbb8379d75c5944d59%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F03ad9f177b25524078a9c356fd6fabb0&w=378&s=a418651e09645605fdfa29816f8cd1a1,,6,x,2025-04-27,,tuborg øl
Coop,Fernet-Branca Bitter,119,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2d5b13183db8f84d673d502c11de25cd&w=378&s=f45c12810946f4334a3a5a0f934fdf70,,70,cl,2025-04-27,,fernetbranca bitter
Coop,Heineken,79,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1116e7ab120696935351ce7c5a6e7656&w=378&s=e7c594305acd3f3904ffd57f439b6671,,18-20,x,2025-04-27,,heineken
Coop,Royal 18/20-pak*,79,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1116e7ab120696935351ce7c5a6e7656&w=378&s=e7c594305acd3f3904ffd57f439b6671,,18-20,x,2025-04-27,,royal pak
Coop,Vinmarked,39,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffe1887b2b5831b88a3bc89edc20b40a1&w=828&s=77b33b29628ef0786344cc3e66f981eb,,75,cl,2025-04-27,,vinmarked
Coop,Radio Boka,35,,https://image-transformer-api.tjek.com/?_id=v2.6&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1ae91d537b74cb3a3eb216059e010ff5%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F36fb958db2a64f0ef1879edb5900fa72%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa9438dcb0ca4e0e03e06a1886ea03ec9&w=311&s=1cad572e1440c93efcf1ab3b46d7794a,,75,cl,2025-04-27,,radio boka
Coop,Giordano Ricarico Prestige,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd164bce80c1d1f94f750b3a65fe8aa0d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F69aab367ce5bc06a056fa2932d804cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F334a904465de9836a4114accbceef80b&w=378&s=521f9bac3303b434bc48875f514e5913,,75,cl,2025-04-27,,giordano ricarico prestige
Coop,Primitivo di Manduria Badio al Colle,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd164bce80c1d1f94f750b3a65fe8aa0d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F69aab367ce5bc06a056fa2932d804cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F334a904465de9836a4114accbceef80b&w=378&s=521f9bac3303b434bc48875f514e5913,,75,cl,2025-04-27,,primitivo di manduria badio al colle
Coop,Arthur Metz Riesling,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd164bce80c1d1f94f750b3a65fe8aa0d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F69aab367ce5bc06a056fa2932d804cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F334a904465de9836a4114accbceef80b&w=378&s=521f9bac3303b434bc48875f514e5913,,75,cl,2025-04-27,,arthur metz riesling
Coop,WNTL Riesling,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbd8d01a23202cc104ab495dbabeddb36%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac62b0426701ce2ae2d6e8f1f4af8b82&w=378&s=fb92fffcff3f34f60fb74cc524b99dde,,75,cl,2025-04-27,,wntl riesling
Coop,Syrah,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbd8d01a23202cc104ab495dbabeddb36%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac62b0426701ce2ae2d6e8f1f4af8b82&w=378&s=fb92fffcff3f34f60fb74cc524b99dde,,75,cl,2025-04-27,,syrah
Coop,The Flag,89,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc3d5f0094aa97e2d6839ac39d9acde19&w=354&s=bbad8315f484ae96e3a5213f86308c29,,3,Liter,2025-04-27,,the flag
Coop,365 Minirisk vådservietter,10,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb3848907e4b0d25f310d93b7a84329c5&w=828&s=41ca4afb22f9bbdc65a62b635cf2612b,,100,stk,2025-04-27,,minirisk vådservietter
Coop,Biotex flydende vaskemiddel,25,,https://image-transformer-api.tjek.com/?_id=v2&h=333&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F29cbc229ae8027cc698cc3ff0248753f&w=828&s=24ab520353268865b6fbd1d330542d1f,,14,vaske,2025-04-27,,biotex flydende vaskemiddel
Coop,Dun-let spray,25,,https://image-transformer-api.tjek.com/?_id=v2&h=333&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F29cbc229ae8027cc698cc3ff0248753f&w=828&s=24ab520353268865b6fbd1d330542d1f,,14,vaske,2025-04-27,,dunlet spray
Coop,skyllemiddel*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=333&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F29cbc229ae8027cc698cc3ff0248753f&w=828&s=24ab520353268865b6fbd1d330542d1f,,14,vaske,2025-04-27,,skyllemiddel
Coop,Lotus Comfort toiletpapir,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F44bd532325979708b7b1e2af5b4d502e%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc47f9bbb1a6cece460abd5d7345fb28e&w=378&s=c0f822d793d91f87b8425353e47801c4,,525-801,g,2025-04-27,,lotus comfort toiletpapir
